bedrooms,bathrooms,toilets,parking_space,title,town,state,price,listing_type
4,5,5,4,Semi Detached Duplex,Lekki,Lagos,90000000,rent
3,5,4,4,Block of Flats,Ikoyi,Lagos,145000000,rent
6,5,5,4,Detached Duplex,Galadimawa,Abuja,120000000,rent
4,5,5,5,Detached Duplex,Lekki,Lagos,70000000,rent
3,3,4,6,Detached Bungalow,Ajah,Lagos,30000000,rent
5,5,5,6,Detached Duplex,Lekki,Lagos,170000000,sale
6,6,7,8,Detached Duplex,Isolo,Lagos,65000000,rent
4,5,5,4,Detached Bungalow,Galadimawa,Abuja,63000000,rent
4,5,5,4,Terraced Duplexes,Lekki,Lagos,175000000,sale
5,5,5,4,Detached Duplex,Lekki,Lagos,80000000,rent
5,5,6,7,Detached Duplex,Lekki,Lagos,260000000,sale
4,5,6,4,Terraced Duplexes,Guzape District,Abuja,77000000,rent
5,5,6,4,Detached Duplex,Agege,Lagos,55000000,rent
3,3,4,2,Block of Flats,Surulere,Lagos,37000000,rent
4,5,5,4,Detached Duplex,Ikeja,Lagos,140000000,rent
5,5,6,4,Detached Duplex,Lekki,Lagos,170000000,sale
4,5,5,4,Detached Duplex,Lekki,Lagos,240000000,sale
4,4,5,2,Terraced Duplexes,Lekki,Lagos,125000000,rent
5,5,6,4,Detached Duplex,Ikeja,Lagos,85000000,rent
4,5,5,3,Detached Duplex,Lekki,Lagos,120000000,rent
4,4,5,3,Terraced Duplexes,Ajah,Lagos,40000000,rent
4,5,5,4,Detached Duplex,Gwarinpa,Abuja,90000000,rent
5,5,6,5,Detached Duplex,Lekki,Lagos,130000000,rent
5,5,6,6,Detached Duplex,Lekki,Lagos,190000000,sale
4,5,5,4,Detached Duplex,Lekki,Lagos,140000000,rent
4,5,5,6,Terraced Duplexes,Mabushi,Abuja,65000000,rent
3,5,5,4,Detached Bungalow,Ajah,Lagos,26000000,rent
4,5,6,4,Semi Detached Duplex,Maitama District,Abuja,181198248,sale
6,6,7,5,Detached Duplex,Ikeja,Lagos,260000000,sale
5,5,5,4,Detached Duplex,Ikeja,Lagos,180000000,sale
4,4,5,6,Detached Duplex,Ibeju Lekki,Lagos,70000000,rent
4,4,5,3,Terraced Duplexes,Wuse 2,Abuja,190000000,sale
5,5,6,4,Detached Duplex,Lekki,Lagos,175000000,sale
4,4,5,4,Detached Duplex,Lekki,Lagos,55000000,rent
4,5,5,5,Detached Duplex,Ikorodu,Lagos,23000000,rent
4,6,6,8,Detached Duplex,Life Camp,Abuja,85000000,rent
4,4,5,2,Detached Duplex,Lekki,Lagos,125000000,rent
4,5,5,4,Block of Flats,Ifako-Ijaiye,Lagos,15000000,rent
4,4,4,4,Detached Bungalow,Ikorodu,Lagos,11000000,rent
4,4,5,1,Detached Duplex,Maryland,Lagos,72000000,rent
4,4,5,5,Detached Duplex,Ajah,Lagos,50000000,rent
5,5,5,4,Detached Duplex,Ifako-Ijaiye,Lagos,27000000,rent
4,4,5,4,Semi Detached Duplex,Victoria Island (Vi),Lagos,125000000,rent
5,6,7,4,Detached Duplex,Lekki,Lagos,65000000,rent
5,5,6,6,Detached Duplex,Ikeja,Lagos,160000000,sale
5,5,6,6,Detached Duplex,Lekki,Lagos,100000000,rent
5,6,7,4,Detached Duplex,Lekki,Lagos,230000000,sale
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,74000000,rent
4,4,5,4,Terraced Duplexes,Victoria Island (Vi),Lagos,140000000,rent
4,4,5,6,Detached Duplex,Ajah,Lagos,55000000,rent
6,6,7,7,Detached Duplex,Ikeja,Lagos,150000000,sale
4,4,5,4,Detached Bungalow,Ibeju Lekki,Lagos,30000000,rent
3,3,4,2,Block of Flats,Yaba,Lagos,35000000,rent
4,4,5,3,Semi Detached Duplex,Lekki,Lagos,80000000,rent
4,4,5,5,Detached Bungalow,Apo,Abuja,37000000,rent
3,4,4,2,Block of Flats,Lekki,Lagos,38000000,rent
3,4,4,5,Block of Flats,Gaduwa,Abuja,55000000,rent
3,3,4,4,Block of Flats,Lekki,Lagos,48000000,rent
4,5,5,4,Terraced Duplexes,Karmo,Abuja,45000000,rent
4,5,5,3,Terraced Duplexes,Gwarinpa,Abuja,85000000,rent
5,4,4,3,Detached Duplex,Lekki,Lagos,80000000,rent
5,6,7,6,Detached Duplex,Lekki,Lagos,120000000,rent
5,5,6,6,Detached Duplex,Lekki,Lagos,150000000,sale
4,3,4,4,Detached Bungalow,Gbagada,Lagos,25000000,rent
5,6,7,4,Detached Duplex,Lekki,Lagos,200000000,sale
4,4,5,4,Detached Bungalow,Lekki,Lagos,120000000,rent
4,4,5,5,Detached Duplex,Lekki,Lagos,80000000,rent
5,5,6,6,Detached Duplex,Lekki,Lagos,130000000,rent
3,3,4,7,Detached Bungalow,Lokogoma District,Abuja,28000000,rent
5,5,5,8,Detached Duplex,Lekki,Lagos,270000000,sale
4,5,5,4,Semi Detached Duplex,Lekki,Lagos,130000000,rent
4,4,5,1,Detached Duplex,Apo,Abuja,65000000,rent
4,4,5,5,Detached Duplex,Ikoyi,Lagos,180000000,sale
4,4,5,4,Detached Duplex,Lekki,Lagos,70000000,rent
4,4,5,4,Semi Detached Duplex,Ajah,Lagos,33000000,rent
4,5,5,6,Semi Detached Duplex,Apo,Abuja,65000000,rent
4,4,5,3,Terraced Duplexes,Katampe,Abuja,100000000,rent
4,5,5,3,Detached Duplex,Lekki,Lagos,62000000,rent
5,5,6,8,Detached Duplex,Gwarinpa,Abuja,150000000,sale
4,4,5,4,Detached Duplex,Lokogoma District,Abuja,63000000,rent
5,5,6,4,Semi Detached Duplex,Lekki,Lagos,62990000,rent
4,5,5,4,Semi Detached Duplex,Life Camp,Abuja,140000000,rent
4,4,5,6,Semi Detached Duplex,Lekki,Lagos,95000000,rent
4,4,5,4,Semi Detached Duplex,Kubwa,Abuja,36500000,rent
5,5,6,2,Detached Duplex,Lekki,Lagos,100000000,rent
3,3,4,2,Block of Flats,Lekki,Lagos,68000000,rent
5,5,6,4,Detached Duplex,Lekki,Lagos,165000000,sale
5,6,7,6,Detached Duplex,Ajah,Lagos,130000000,rent
5,5,5,4,Semi Detached Duplex,Lekki,Lagos,140000000,rent
4,4,5,4,Terraced Duplexes,Victoria Island (Vi),Lagos,182000000,sale
4,4,5,4,Detached Duplex,Lekki,Lagos,78000000,rent
4,4,5,4,Semi Detached Duplex,Ajah,Lagos,50000000,rent
3,5,5,4,Detached Bungalow,Ibeju Lekki,Lagos,25000000,rent
4,4,4,2,Terraced Duplexes,Karmo,Abuja,65000000,rent
4,5,5,4,Terraced Duplexes,Guzape District,Abuja,85000000,rent
3,3,5,4,Semi Detached Duplex,Ibeju Lekki,Lagos,33000000,rent
5,6,6,3,Terraced Duplexes,Lekki,Lagos,55000000,rent
4,4,4,3,Semi Detached Duplex,Lekki,Lagos,80000000,rent
5,5,6,4,Detached Duplex,Lekki,Lagos,95000000,rent
5,5,5,4,Detached Duplex,Ikotun,Lagos,65000000,rent
3,3,4,2,Block of Flats,Lekki,Lagos,25000000,rent
4,4,5,4,Terraced Duplexes,Lekki,Lagos,150000000,sale
4,4,5,4,Semi Detached Duplex,Gwarinpa,Abuja,200000000,sale
4,4,5,4,Detached Duplex,Gwarinpa,Abuja,75000000,rent
5,5,6,6,Detached Duplex,Kukwaba,Abuja,120000000,rent
5,5,5,4,Detached Duplex,Lekki,Lagos,110000000,rent
4,5,5,4,Detached Bungalow,Surulere,Lagos,70000000,rent
3,3,4,4,Block of Flats,Ikoyi,Lagos,150000000,sale
5,5,6,8,Semi Detached Duplex,Jahi,Abuja,210000000,sale
5,5,6,5,Detached Duplex,Katampe,Abuja,180000000,sale
5,5,6,4,Detached Duplex,Ajah,Lagos,120000000,rent
5,4,4,4,Detached Duplex,Ikeja,Lagos,65000000,rent
4,4,5,5,Semi Detached Duplex,Lekki,Lagos,53000000,rent
3,3,4,2,Terraced Duplexes,Lekki,Lagos,35000000,rent
4,4,5,3,Terraced Duplexes,Lekki,Lagos,62000000,rent
4,4,5,2,Detached Duplex,Lekki,Lagos,75000000,rent
5,6,6,5,Detached Duplex,Lekki,Lagos,135000000,rent
5,5,6,7,Detached Duplex,Lekki,Lagos,250000000,sale
5,5,4,5,Detached Duplex,Ogudu,Lagos,120000000,rent
4,4,5,4,Semi Detached Duplex,Ajah,Lagos,55000000,rent
3,5,5,4,Detached Duplex,Ajah,Lagos,45000000,rent
5,6,6,5,Detached Duplex,Lekki,Lagos,130000000,rent
3,5,7,2,Detached Bungalow,Ibeju Lekki,Lagos,45000000,rent
4,4,5,6,Detached Duplex,Ibeju Lekki,Lagos,40000000,rent
4,5,5,4,Terraced Duplexes,Lekki,Lagos,65000000,rent
5,5,6,6,Detached Duplex,Gwarinpa,Abuja,80000000,rent
5,5,6,8,Detached Duplex,Surulere,Lagos,180000000,sale
4,4,5,4,Semi Detached Duplex,Gwarinpa,Abuja,160000000,sale
5,6,6,4,Detached Duplex,Katampe,Abuja,130000000,rent
5,6,6,7,Detached Duplex,Lekki,Lagos,85000000,rent
4,5,5,4,Detached Duplex,Lekki,Lagos,58000000,rent
4,5,5,4,Semi Detached Duplex,Mbora (Nbora),Abuja,36000000,rent
5,5,6,5,Detached Duplex,Ajah,Lagos,60000000,rent
3,3,4,4,Detached Bungalow,Lugbe District,Abuja,18000000,rent
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,48000000,rent
4,4,5,4,Detached Bungalow,Ibeju Lekki,Lagos,50000000,rent
5,6,7,5,Detached Duplex,Lekki,Lagos,85000000,rent
4,4,5,5,Detached Duplex,Lekki,Lagos,160000000,sale
6,6,7,6,Detached Duplex,Lekki,Lagos,200000000,sale
5,5,6,4,Detached Duplex,Lekki,Lagos,195000000,sale
4,4,5,4,Detached Duplex,Ajah,Lagos,80000000,rent
4,5,5,3,Semi Detached Duplex,Lekki,Lagos,65000000,rent
3,3,4,2,Block of Flats,Lekki,Lagos,26990000,rent
4,4,5,4,Terraced Duplexes,Lekki,Lagos,58000000,rent
4,4,5,7,Detached Duplex,Lekki,Lagos,76000000,rent
3,3,4,4,Block of Flats,Lekki,Lagos,85000000,rent
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,68000000,rent
4,4,5,4,Terraced Duplexes,Guzape District,Abuja,120000000,rent
5,6,6,4,Detached Duplex,Lekki,Lagos,130000000,rent
4,5,5,4,Block of Flats,Isolo,Lagos,50000000,rent
3,3,4,4,Terraced Duplexes,Lekki,Lagos,42000000,rent
5,5,6,6,Detached Duplex,Lekki,Lagos,160000000,sale
4,4,5,3,Terraced Duplexes,Lekki,Lagos,57000000,rent
4,4,5,3,Semi Detached Duplex,Lekki,Lagos,78000000,rent
3,3,4,4,Semi Detached Bungalow,Dakwo,Abuja,30000000,rent
5,5,6,4,Detached Duplex,Ajah,Lagos,70000000,rent
5,5,6,8,Detached Duplex,Ibeju Lekki,Lagos,105000000,rent
3,3,4,2,Block of Flats,Ikeja,Lagos,180000000,sale
5,5,6,8,Detached Bungalow,Isolo,Lagos,58000000,rent
5,5,6,4,Semi Detached Duplex,Guzape District,Abuja,70000000,rent
3,3,4,3,Detached Duplex,Ifako-Ijaiye,Lagos,30000000,rent
5,5,5,3,Detached Duplex,Lekki,Lagos,165000000,sale
4,4,5,4,Detached Duplex,Ikeja,Lagos,90000000,rent
5,6,6,5,Detached Duplex,Lekki,Lagos,150000000,sale
4,5,5,3,Terraced Duplexes,Lekki,Lagos,80000000,rent
3,5,5,4,Block of Flats,Ajah,Lagos,40000000,rent
5,5,6,4,Detached Duplex,Gwarinpa,Abuja,100000000,rent
5,5,6,2,Detached Duplex,Ajah,Lagos,65000000,rent
4,5,5,3,Terraced Duplexes,Jabi,Abuja,150000000,sale
5,6,7,4,Detached Duplex,Lekki,Lagos,140000000,rent
6,6,7,4,Detached Duplex,Magodo,Lagos,40000000,rent
4,4,5,4,Terraced Duplexes,Life Camp,Abuja,70000000,rent
3,3,4,2,Block of Flats,Ikorodu,Lagos,170000000,sale
5,6,6,4,Detached Duplex,Gwarinpa,Abuja,160000000,sale
3,3,4,4,Detached Bungalow,Lekki,Lagos,35000000,rent
4,4,5,4,Detached Duplex,Lokogoma District,Abuja,45000000,rent
5,5,6,4,Detached Duplex,Ikeja,Lagos,120000000,rent
5,5,6,5,Detached Duplex,Ikeja,Lagos,135000000,rent
3,5,5,4,Detached Bungalow,Ifako-Ijaiye,Lagos,12500000,rent
4,4,5,4,Terraced Duplexes,Guzape District,Abuja,95000000,rent
4,4,5,4,Terraced Duplexes,Wuye,Abuja,100000000,rent
4,4,5,3,Terraced Duplexes,Lekki,Lagos,50000000,rent
4,4,6,4,Detached Duplex,Lekki,Lagos,50000000,rent
4,4,5,4,Terraced Duplexes,Life Camp,Abuja,75000000,rent
3,4,5,3,Detached Duplex,Lekki,Lagos,39000000,rent
4,4,5,4,Detached Duplex,Lekki,Lagos,76000000,rent
5,5,6,7,Detached Duplex,Lekki,Lagos,105000000,rent
3,4,4,3,Terraced Duplexes,Lekki,Lagos,40000000,rent
5,5,6,3,Detached Duplex,Gwarinpa,Abuja,140000000,rent
3,3,4,3,Block of Flats,Surulere,Lagos,37000000,rent
4,4,4,1,Detached Duplex,Isheri North,Lagos,65000000,rent
4,4,5,2,Terraced Duplexes,Lekki,Lagos,60800000,rent
4,4,5,4,Semi Detached Duplex,Ikoyi,Lagos,260000000,sale
4,4,5,3,Terraced Duplexes,Ajah,Lagos,30000000,rent
3,4,5,2,Terraced Duplexes,Ajah,Lagos,26500000,rent
4,4,5,6,Semi Detached Duplex,Lekki,Lagos,190000000,sale
4,5,5,3,Terraced Duplexes,Lekki,Lagos,75000000,rent
5,5,6,5,Detached Duplex,Lekki,Lagos,98000000,rent
5,6,6,5,Detached Duplex,Wuye,Abuja,170000000,sale
4,5,6,4,Terraced Duplexes,Jahi,Abuja,90000000,rent
4,5,5,4,Semi Detached Duplex,Lekki,Lagos,72000000,rent
5,5,5,4,Detached Duplex,Lekki,Lagos,90000000,rent
5,6,7,5,Detached Duplex,Lekki,Lagos,210000000,sale
4,5,6,6,Detached Duplex,Galadimawa,Abuja,45000000,rent
5,5,6,1,Detached Duplex,Lekki,Lagos,185000000,sale
4,5,5,4,Block of Flats,Alimosho,Lagos,45000000,rent
5,5,5,4,Detached Duplex,Katampe,Abuja,220000000,sale
4,5,5,4,Semi Detached Duplex,Lekki,Lagos,60000000,rent
5,5,6,6,Detached Duplex,Lekki,Lagos,95000000,rent
5,5,5,4,Detached Duplex,Ikoyi,Lagos,190000000,sale
4,5,6,4,Detached Duplex,Lekki,Lagos,80000000,rent
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,76000000,rent
4,5,5,4,Detached Duplex,Ajah,Lagos,45000000,rent
4,4,5,3,Detached Duplex,Ajah,Lagos,45000000,rent
5,5,6,3,Detached Duplex,Lekki,Lagos,160000000,sale
3,5,5,4,Block of Flats,Life Camp,Abuja,21000000,rent
5,5,6,6,Detached Duplex,Lekki,Lagos,145000000,rent
4,5,5,3,Detached Duplex,Lekki,Lagos,65000000,rent
5,5,6,4,Detached Duplex,Lekki,Lagos,85000000,rent
4,4,5,3,Semi Detached Duplex,Maryland,Lagos,70000000,rent
3,3,4,3,Block of Flats,Jahi,Abuja,32000000,rent
5,5,6,6,Detached Duplex,Ajah,Lagos,200000000,sale
3,3,4,4,Semi Detached Duplex,Jabi,Abuja,35000000,rent
3,3,4,4,Terraced Duplexes,Wuye,Abuja,50000000,rent
5,5,6,5,Detached Duplex,Magodo,Lagos,75000000,rent
4,3,4,4,Detached Bungalow,Kubwa,Abuja,32000000,rent
4,4,5,2,Semi Detached Duplex,Lekki,Lagos,72000000,rent
3,6,6,4,Detached Bungalow,Ikorodu,Lagos,22000000,rent
4,4,5,3,Semi Detached Duplex,Ajah,Lagos,55000000,rent
4,4,5,4,Terraced Duplexes,Lekki,Lagos,140000000,rent
5,5,6,4,Detached Duplex,Ikeja,Lagos,175000000,sale
4,4,5,3,Terraced Duplexes,Guzape District,Abuja,110000000,rent
4,5,5,4,Detached Duplex,Gwarinpa,Abuja,150000000,sale
4,4,5,4,Semi Detached Duplex,Victoria Island (Vi),Lagos,135000000,rent
3,3,4,2,Block of Flats,Lekki,Lagos,85000000,rent
4,4,4,4,Detached Duplex,Lekki,Lagos,180000000,sale
3,4,4,8,Block of Flats,Ikoyi,Lagos,230000000,sale
5,5,6,4,Semi Detached Duplex,Lekki,Lagos,85000000,rent
4,5,5,4,Detached Bungalow,Ibeju Lekki,Lagos,31000000,rent
5,6,7,4,Detached Duplex,Lekki,Lagos,135000000,rent
4,5,5,4,Detached Duplex,Lekki,Lagos,230000000,sale
4,5,5,4,Detached Duplex,Lokogoma District,Abuja,30000000,rent
3,3,4,4,Detached Bungalow,Ibeju Lekki,Lagos,12000000,rent
4,3,4,2,Terraced Duplexes,Wuye,Abuja,60000000,rent
4,5,5,4,Detached Duplex,Life Camp,Abuja,150000000,sale
5,5,6,4,Detached Duplex,Lekki,Lagos,230000000,sale
5,5,6,5,Detached Duplex,Lekki,Lagos,135000000,rent
4,4,5,3,Semi Detached Duplex,Lekki,Lagos,200000000,sale
4,4,5,3,Detached Duplex,Lekki,Lagos,85000000,rent
4,4,4,4,Terraced Duplexes,Lekki,Lagos,65000000,rent
3,3,4,8,Detached Bungalow,Ibeju Lekki,Lagos,30000000,rent
4,5,5,4,Terraced Duplexes,Asokoro District,Abuja,75000000,rent
6,6,6,1,Semi Detached Duplex,Lekki,Lagos,40000000,rent
4,5,5,4,Terraced Duplexes,Ikeja,Lagos,80000000,rent
5,5,6,1,Detached Duplex,Lekki,Lagos,190000000,sale
5,5,6,4,Semi Detached Duplex,Lekki,Lagos,140000000,rent
5,5,6,4,Detached Duplex,Ajah,Lagos,80000000,rent
3,4,5,3,Detached Bungalow,Lokogoma District,Abuja,25000000,rent
5,5,6,6,Detached Duplex,Lekki,Lagos,82000000,rent
5,5,5,6,Detached Duplex,Ifako-Ijaiye,Lagos,18000000,rent
4,4,5,1,Detached Duplex,Ikotun,Lagos,62000000,rent
4,5,5,5,Terraced Duplexes,Life Camp,Abuja,45000000,rent
5,5,6,6,Detached Duplex,Wuye,Abuja,170000000,sale
4,4,5,4,Detached Duplex,Ajah,Lagos,59000000,rent
5,5,5,8,Detached Duplex,Ajah,Lagos,37000000,rent
5,5,6,5,Detached Duplex,Isheri North,Lagos,75000000,rent
4,5,5,3,Terraced Duplexes,Ajah,Lagos,40000000,rent
5,5,6,4,Semi Detached Duplex,Victoria Island (Vi),Lagos,230000000,sale
4,4,5,4,Terraced Duplexes,Lekki,Lagos,65000000,rent
5,5,6,5,Detached Duplex,Lekki,Lagos,115000000,rent
4,4,5,4,Detached Duplex,Ikoyi,Lagos,200000000,sale
5,5,6,6,Detached Duplex,Lekki,Lagos,75000000,rent
5,6,6,4,Detached Duplex,Lekki,Lagos,250000000,sale
4,4,6,4,Semi Detached Duplex,Victoria Island (Vi),Lagos,100000000,rent
3,3,4,4,Semi Detached Duplex,Lekki,Lagos,45000000,rent
5,5,5,4,Detached Duplex,Galadimawa,Abuja,180000000,sale
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,135000000,rent
3,4,4,3,Terraced Duplexes,Lekki,Lagos,70000000,rent
3,4,4,4,Terraced Duplexes,Lekki,Lagos,40000000,rent
4,4,5,3,Terraced Duplexes,Lekki,Lagos,150000000,sale
5,5,6,4,Semi Detached Duplex,Lekki,Lagos,265000000,sale
5,6,6,4,Detached Duplex,Lekki,Lagos,85000000,rent
5,5,6,4,Detached Duplex,Galadimawa,Abuja,35000000,rent
4,5,5,4,Semi Detached Duplex,Lekki,Lagos,65000000,rent
5,5,6,3,Detached Duplex,Lekki,Lagos,100000000,rent
4,5,5,4,Detached Duplex,Magodo,Lagos,200000000,sale
4,4,5,4,Terraced Duplexes,Katampe,Abuja,120000000,rent
3,3,4,4,Detached Bungalow,Ojodu,Lagos,15000000,rent
4,5,5,4,Terraced Duplexes,Guzape District,Abuja,120000000,rent
4,4,5,3,Detached Duplex,Lekki,Lagos,55000000,rent
5,5,6,5,Detached Bungalow,Ojodu,Lagos,60000000,rent
5,5,6,4,Detached Duplex,Lekki,Lagos,270000000,sale
4,4,5,5,Detached Duplex,Lekki,Lagos,68000000,rent
4,4,5,4,Terraced Duplexes,Ikoyi,Lagos,150000000,sale
4,5,5,4,Block of Flats,Surulere,Lagos,65000000,rent
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,57000000,rent
5,6,6,2,Terraced Duplexes,Gwarinpa,Abuja,60000000,rent
4,4,5,4,Semi Detached Duplex,Lekki,Lagos,58000000,rent
4,5,5,4,Semi Detached Duplex,Ikoyi,Lagos,235000000,sale
5,6,7,3,Detached Duplex,Lekki,Lagos,120000000,rent
5,6,6,6,Detached Duplex,Gwarinpa,Abuja,120000000,rent
3,4,4,2,Terraced Duplexes,Ajah,Lagos,65000000,rent
5,6,6,5,Detached Duplex,Lekki,Lagos,80000000,rent
4,4,6,5,Detached Duplex,Lekki,Lagos,80000000,rent
5,5,6,4,Detached Duplex,Lekki,Lagos,80000000,rent
5,5,6,5,Detached Duplex,Lekki,Lagos,180000000,sale
5,5,5,4,Terraced Duplexes,Lekki,Lagos,41000000,rent
4,4,5,3,Semi Detached Duplex,Lekki,Lagos,60000000,rent
5,5,5,5,Detached Duplex,Lekki,Lagos,170000000,sale
4,5,5,2,Terraced Bungalow,Lekki,Lagos,63000000,rent
4,4,5,4,Terraced Duplexes,Lekki,Lagos,54000000,rent
5,5,5,4,Semi Detached Duplex,Life Camp,Abuja,112500000,rent
4,4,5,4,Detached Duplex,Ajah,Lagos,46000000,rent
5,5,6,3,Detached Duplex,Lekki,Lagos,90000000,rent
4,4,4,3,Detached Duplex,Life Camp,Abuja,60000000,rent
5,5,6,5,Detached Duplex,Ajah,Lagos,140000000,rent
5,6,6,1,Detached Duplex,Magodo,Lagos,160000000,sale
5,6,6,4,Detached Duplex,Lekki,Lagos,78000000,rent
5,5,6,6,Detached Duplex,Magodo,Lagos,180000000,sale
5,5,5,4,Detached Duplex,Lekki,Lagos,105000000,rent
5,6,7,4,Semi Detached Duplex,Lekki,Lagos,200000000,sale
3,3,4,4,Terraced Duplexes,Magodo,Lagos,85000000,rent
5,6,5,1,Detached Duplex,Lekki,Lagos,250000000,sale
5,6,6,4,Detached Duplex,Kaura,Abuja,130000000,rent
3,4,4,4,Block of Flats,Ajah,Lagos,25000000,rent
4,4,5,2,Detached Duplex,Lekki,Lagos,90000000,rent
3,4,4,3,Terraced Duplexes,Ikoyi,Lagos,90000000,rent
4,5,6,4,Detached Duplex,Lekki,Lagos,75000000,rent
4,4,5,4,Terraced Duplexes,Jabi,Abuja,160000000,sale
4,4,5,5,Semi Detached Duplex,Ibeju Lekki,Lagos,30000000,rent
4,5,5,4,Semi Detached Duplex,Mabushi,Abuja,80000000,rent
4,4,5,3,Terraced Duplexes,Gwarinpa,Abuja,55000000,rent
4,4,5,4,Detached Duplex,Lekki,Lagos,87000000,rent
4,4,4,2,Detached Duplex,Ikorodu,Lagos,40000000,rent
3,3,4,4,Detached Bungalow,Ajah,Lagos,29000000,rent
5,5,6,7,Detached Duplex,Lekki,Lagos,200000000,sale
4,5,5,4,Detached Bungalow,Gwarinpa,Abuja,45000000,rent
4,5,5,5,Detached Duplex,Lokogoma District,Abuja,55000000,rent
4,4,5,2,Terraced Duplexes,Lekki,Lagos,85000000,rent
4,4,5,4,Terraced Duplexes,Guzape District,Abuja,75000000,rent
6,6,5,4,Detached Duplex,Lekki,Lagos,130000000,rent
4,4,5,1,Detached Bungalow,Ajah,Lagos,55000000,rent
4,4,5,4,Detached Duplex,Ikeja,Lagos,75000000,rent
4,4,5,4,Detached Duplex,Lekki,Lagos,130000000,rent
5,5,5,3,Terraced Duplexes,Lekki,Lagos,120000000,rent
3,3,4,4,Semi Detached Duplex,Lekki,Lagos,46000000,rent
5,5,6,4,Semi Detached Duplex,Victoria Island (Vi),Lagos,220000000,sale
5,5,5,4,Detached Duplex,Lekki,Lagos,94000000,rent
3,3,4,6,Detached Bungalow,Ibeju Lekki,Lagos,22000000,rent
5,5,5,4,Detached Duplex,Lekki,Lagos,180000000,sale
5,4,4,4,Terraced Duplexes,Lekki,Lagos,110000000,rent
5,5,6,4,Detached Duplex,Ajah,Lagos,98000000,rent
3,5,6,1,Detached Bungalow,Kurudu,Abuja,25000000,rent
5,6,6,5,Detached Duplex,Lekki,Lagos,72000000,rent
3,3,4,4,Detached Bungalow,Ajah,Lagos,40000000,rent
4,4,5,6,Detached Bungalow,Ikorodu,Lagos,19000000,rent
4,4,4,3,Terraced Duplexes,Lekki,Lagos,51000000,rent
4,6,5,2,Detached Duplex,Gbagada,Lagos,65000000,rent
5,5,6,2,Detached Duplex,Lekki,Lagos,140000000,rent
5,5,6,6,Detached Duplex,Lekki,Lagos,65000000,rent
3,4,4,4,Detached Bungalow,Ifako-Ijaiye,Lagos,19000000,rent
5,6,6,4,Detached Duplex,Lekki,Lagos,55000000,rent
5,6,6,4,Detached Duplex,Lekki,Lagos,160000000,sale
4,6,5,1,Terraced Duplexes,Wuse 2,Abuja,200000000,sale
3,5,5,4,Terraced Duplexes,Ajah,Lagos,28000000,rent
5,5,6,5,Detached Duplex,Lekki,Lagos,145000000,rent
4,4,5,2,Detached Duplex,Lekki,Lagos,68000000,rent
4,4,5,5,Semi Detached Duplex,Lekki,Lagos,265000000,sale
5,5,5,4,Detached Duplex,Ibeju Lekki,Lagos,91000000,rent
4,5,6,4,Detached Duplex,Ikoyi,Lagos,260000000,sale
4,4,5,4,Terraced Duplexes,Surulere,Lagos,70000000,rent
6,6,7,5,Detached Duplex,Magodo,Lagos,140000000,rent
5,5,6,4,Detached Duplex,Ajah,Lagos,85000000,rent
4,4,5,3,Terraced Duplexes,Wuye,Abuja,75000000,rent
5,5,5,4,Detached Duplex,Lekki,Lagos,130000000,rent
5,5,6,4,Detached Duplex,Lekki,Lagos,260000000,sale
5,5,5,4,Detached Duplex,Lekki,Lagos,122000000,rent
4,5,5,8,Detached Duplex,Durumi,Abuja,130000000,rent
4,5,5,7,Detached Duplex,Lekki,Lagos,80000000,rent
4,4,5,4,Detached Duplex,Durumi,Abuja,170000000,sale
5,5,6,4,Detached Duplex,Gwarinpa,Abuja,50000000,rent
5,5,5,4,Detached Duplex,Ikeja,Lagos,120000000,rent
4,5,5,4,Detached Duplex,Life Camp,Abuja,89500000,rent
5,6,6,4,Detached Duplex,Lekki,Lagos,125000000,rent
4,4,4,2,Terraced Duplexes,Lekki,Lagos,110000000,rent
5,6,6,4,Detached Duplex,Lekki,Lagos,155000000,sale
4,4,5,3,Semi Detached Duplex,Ajah,Lagos,50000000,rent
5,6,7,4,Semi Detached Duplex,Ajah,Lagos,135000000,rent
5,5,5,4,Detached Duplex,Lekki,Lagos,165000000,sale
5,6,6,5,Detached Duplex,Lekki,Lagos,170000000,sale
3,3,4,3,Terraced Duplexes,Lekki,Lagos,36000000,rent
5,5,5,4,Detached Duplex,Lekki,Lagos,72000000,rent
6,6,7,1,Detached Duplex,Galadimawa,Abuja,120000000,rent
3,3,4,1,Terraced Bungalow,Ikoyi,Lagos,160000000,sale
4,4,5,8,Detached Duplex,Gwarinpa,Abuja,150000000,sale
4,5,5,4,Terraced Duplexes,Guzape District,Abuja,55000000,rent
5,5,5,4,Semi Detached Duplex,Ibeju Lekki,Lagos,55000000,rent
5,5,5,4,Detached Bungalow,Yaba,Lagos,45000000,rent
5,5,6,7,Detached Duplex,Magodo,Lagos,220000000,sale
5,5,5,4,Detached Duplex,Lekki,Lagos,140000000,rent
4,5,6,3,Detached Duplex,Ajah,Lagos,80000000,rent
3,3,4,3,Detached Bungalow,Ajah,Lagos,22000000,rent
